serial_id,ttspl_id,serial_number,customer_id,customer_name,desired_rent_start,desired_rate,sheet_rent,crm_amount,amt_delta,current_status,current_customer,current_rent_start,current_rate,issues
3788,TTSPL7290,7DPSVZ2,256,SPNN BUSINESS SERVICES PRIVATE LIMITED,2026-08-01,1900,2091.94,2941.94,-850,rented,256,2026-07-15,1900.00,AMOUNT_DIFF_ONLY
3071,TTSPL3592,PC112MD8,256,SPNN BUSINESS SERVICES PRIVATE LIMITED,2026-08-01,1550,1550,2800,-1250,rented,256,2026-07-07,1550.00,AMOUNT_DIFF_ONLY
2749,TTSPL6628,2PYYJG3,256,SPNN BUSINESS SERVICES PRIVATE LIMITED,2026-08-01,1900,1900,3432.26,-1532.26,rented,256,2026-07-07,1900.00,AMOUNT_DIFF_ONLY
3642,TTSPL6656,5DQM763,256,SPNN BUSINESS SERVICES PRIVATE LIMITED,2026-07-06,1550,2850,50,2800,rented,256,2026-07-06,1550.00,AMOUNT_DIFF_ONLY
3782,TTSPL7123,C077YZ2,256,SPNN BUSINESS SERVICES PRIVATE LIMITED,2026-07-20,1550,2150,0,2150,rented,256,2026-07-20,1550.00,AMOUNT_DIFF_ONLY
2447,TTSPL6671-A,5GLZP13,261,SHINENPRIME HEALTHCARE PRIVATE LIMITED,2026-08-01,999,999,0,999,rented,138,2026-03-27,1200.00,customer 138->261|ttspl_set|rate 1200.00->999
7427,TTSPL4931,PC162454,261,SHINENPRIME HEALTHCARE PRIVATE LIMITED,2026-08-01,999,999,999,0,in_stock,,,,status=in_stock|customer null->261|ttspl_null|ttspl_set|rent_start_null|rate null->999
99,TTSPL5440,3GQYVZ2,261,SHINENPRIME HEALTHCARE PRIVATE LIMITED,2026-08-01,999,999,0,999,rented,261,,999.00,rent_start_null
7304,TTSPL4807,H9R60J3,271,SAAN GLOBAL LIMITED,2026-07-31,2899,2992.52,2992.52,0,in_stock,,,,status=in_stock|customer null->271|ttspl_null|ttspl_set|rent_start_null|rate null->2899
3854,TTSPL7195,R913GZ6S,280,scaleglobal,2026-08-01,2200,2200,2200,0,rented,958,2026-06-04,2200.00,customer 958->280
3871,TTSPL7212,R913EBN7,280,scaleglobal,2026-08-01,2200,2200,2200,0,rented,958,2026-06-04,2200.00,customer 958->280
3904,TTSPL7245,R913GZ4E,280,scaleglobal,2026-08-01,2200,2200,2200,0,rented,958,2026-06-04,2200.00,customer 958->280
3887,TTSPL7228,R913GZFN,280,scaleglobal,2026-08-01,2200,2200,2200,0,rented,958,2026-06-04,2200.00,customer 958->280
3847,TTSPL7188,R914RLRK,280,scaleglobal,2026-08-01,2200,2200,2200,0,rented,958,2026-06-12,2200.00,customer 958->280
8430,TTSPL7514,HVRC3F3,280,scaleglobal,2026-07-26,2200,2625.81,1892.47,733.34,rented,280,2026-07-31,1833.33,rent_start 2026-07-31->2026-07-26|rent_start_earlier 2026-07-31->2026-07-26|rate 1833.33->2200
1406,TTSPL4338,PF2R3K6T,960,IN KNOW TECH PRIVATE LIMITED,2026-08-01,2500,2500,3709.6800000000003,-1209.68,rented,960,2026-07-17,2500.00,AMOUNT_DIFF_ONLY
83,TTSPL4614,DV4FYD3,211,Maxlence Digital (OPC) Private Limited,2026-08-01,2750,2750,4258.0599999999995,-1508.06,rented,211,2026-07-15,2750.00,AMOUNT_DIFF_ONLY
2174,TTSPL3933,15JBSQ2,959,QUREX HEALTH PRIVATE LIMITED,2026-08-01,1399,1399,2121.06,-722.06,rented,959,2026-07-16,1399.00,AMOUNT_DIFF_ONLY
3543,TTSPL3944,D066QN2,959,QUREX HEALTH PRIVATE LIMITED,2026-08-01,1399,1399,2121.06,-722.06,rented,959,2026-07-16,1399.00,AMOUNT_DIFF_ONLY
2086,TTSPL2741,YGQHPGDH64,968,MANTARAV PRIVATE LIMITED,2026-08-01,5399,5399,7314.77,-1915.77,rented,968,2026-07-21,5399.00,AMOUNT_DIFF_ONLY
8263,TTSPL7495,2TK2460C36,969,Khelo Tech and Strategy Pvt Ltd,2026-08-01,2599,2599,2934.35,-335.35,rented,969,2026-07-28,2599.00,AMOUNT_DIFF_ONLY
4088,TTSPL7378,2TK2460D19,969,Khelo Tech and Strategy Pvt Ltd,2026-08-01,2599,2599,2934.35,-335.35,rented,969,2026-07-28,2599.00,AMOUNT_DIFF_ONLY
8439,TTSPL7523,3TT22F3,969,Khelo Tech and Strategy Pvt Ltd,2026-08-01,1799,1799,2031.13,-232.13,rented,969,2026-07-28,1799.00,AMOUNT_DIFF_ONLY
8449,TTSPL7533,FXKM5M3,969,Khelo Tech and Strategy Pvt Ltd,2026-08-01,1799,1799,2031.13,-232.13,rented,969,2026-07-28,1799.00,AMOUNT_DIFF_ONLY
8461,TTSPL7545,2TK2460BXR,969,Khelo Tech and Strategy Pvt Ltd,2026-08-01,2599,2599,3185.87,-586.87,rented,969,2026-07-25,2599.00,AMOUNT_DIFF_ONLY
8462,TTSPL7546,2TK2500DB6,969,Khelo Tech and Strategy Pvt Ltd,2026-08-01,2599,2599,3185.87,-586.87,rented,969,2026-07-25,2599.00,AMOUNT_DIFF_ONLY
8463,TTSPL7547,2TK250084V,969,Khelo Tech and Strategy Pvt Ltd,2026-08-01,2599,2599,3185.87,-586.87,rented,969,2026-07-25,2599.00,AMOUNT_DIFF_ONLY
8464,TTSPL7548,2TK24908FZ,969,Khelo Tech and Strategy Pvt Ltd,2026-08-01,2599,2599,2934.35,-335.35,rented,969,2026-07-28,2599.00,AMOUNT_DIFF_ONLY
8293,TTSPL7512,G9YY6YCQHP,970, CoreOps.AI,2026-08-01,12999,12999,14256.97,-1257.97,rented,970,2026-07-29,12999.00,AMOUNT_DIFF_ONLY
8212,TTSPL7448,GWFS2M3,74,INNOVA ESI PRIVATE LIMITED,2026-07-31,1,1,0,1,on_demo,74,,1.00,status=on_demo|rent_start_null
2112,TTSPL3268,36CC2X2,72,PARTS AVATAR INDIA PRIVATE LIMITED,2026-07-01,1250,3750,1250,2500,rented,72,2026-07-01,1250.00,AMOUNT_DIFF_ONLY
166,TTSPL4640,3RRPBK3,72,PARTS AVATAR INDIA PRIVATE LIMITED,2026-07-10,3000,8129.03,5129.030000000001,3000,rented,72,2026-07-10,3000.00,AMOUNT_DIFF_ONLY
1317,TTSPL4600,5BDP3F3,120,ANTINO LABS PRIVATE LIMITED,2026-07-31,2699,2786.06,0,2786.06,rented,120,2026-08-03,2699.00,rent_start 2026-08-03->2026-07-31|rent_start_earlier 2026-08-03->2026-07-31
