invoice_number,customer_id,customer_name,ttspl_id,serial_number,model,period,rent_start,rent_end,monthly_rate,amount,is_catchup
INV-0361,178,MNR Solutions Pvt. Ltd.,TTSPL6086,G7FFN73,Dell Latitude 5400,2026-08,2026-08-01,2026-08-31,999,999,NO
INV-0361,178,MNR Solutions Pvt. Ltd.,TTSPL6593,8KTZP13,Dell Latitude 5400,2026-08,2026-08-01,2026-08-31,999,999,NO
INV-0361,178,MNR Solutions Pvt. Ltd.,TTSPL6713,J7XDL13,Dell Latitude 5400,2026-08,2026-08-01,2026-08-31,999,999,NO
INV-0361,178,MNR Solutions Pvt. Ltd.,TTSPL6587,DVWDQ13,Dell Latitude 5400,2026-08,2026-08-01,2026-08-31,999,999,NO
INV-0361,178,MNR Solutions Pvt. Ltd.,TTSPL2063,1F01NF2,Dell Latitude 5490,2026-08,2026-08-01,2026-08-31,999,999,NO
INV-0361,178,MNR Solutions Pvt. Ltd.,TTSPL6718,1SSZP13,Dell Latitude 5400,2026-08,2026-08-01,2026-08-31,999,999,NO
INV-0361,178,MNR Solutions Pvt. Ltd.,TTSPL7587,CGT2ZY2,Latitude 7400 (Touch Screen),2026-08,2026-08-01,2026-08-31,1600,1600,NO
INV-0361,178,MNR Solutions Pvt. Ltd.,TTSPL7586,JVNXK13,Latitude 7400 (Touch Screen),2026-08,2026-08-01,2026-08-31,1600,1600,NO
INV-0361,178,MNR Solutions Pvt. Ltd.,TTSPL7390,5CG0278JWM,HP ProBook 640 G5,2026-07,2026-07-23,2026-07-31,1250,362.9,YES
INV-0361,178,MNR Solutions Pvt. Ltd.,TTSPL7390,5CG0278JWM,HP ProBook 640 G5,2026-08,2026-08-01,2026-08-31,1250,1250,NO
INV-0361,178,MNR Solutions Pvt. Ltd.,TTSPL7125,G4PSVZ2,Dell Latitude 3400,2026-07,2026-07-23,2026-07-31,1600,464.52,YES
INV-0361,178,MNR Solutions Pvt. Ltd.,TTSPL7125,G4PSVZ2,Dell Latitude 3400,2026-08,2026-08-01,2026-08-31,1600,1600,NO
INV-0361,178,MNR Solutions Pvt. Ltd.,TTSPL7401,5CG0278NQ3,HP ProBook 640 G5,2026-07,2026-07-26,2026-07-31,1250,241.94,YES
INV-0361,178,MNR Solutions Pvt. Ltd.,TTSPL7401,5CG0278NQ3,HP ProBook 640 G5,2026-08,2026-08-01,2026-08-31,1250,1250,NO
INV-0361,178,MNR Solutions Pvt. Ltd.,TTSPL7396,5CG0278H3Q,HP ProBook 640 G5,2026-07,2026-07-21,2026-07-31,1250,443.55,YES
INV-0361,178,MNR Solutions Pvt. Ltd.,TTSPL7396,5CG0278H3Q,HP ProBook 640 G5,2026-08,2026-08-01,2026-08-31,1250,1250,NO
INV-0361,178,MNR Solutions Pvt. Ltd.,TTSPL7490,5CG0274HQ7,HP ProBook 640 G5,2026-07,2026-07-21,2026-07-31,1250,443.55,YES
INV-0361,178,MNR Solutions Pvt. Ltd.,TTSPL7490,5CG0274HQ7,HP ProBook 640 G5,2026-08,2026-08-01,2026-08-31,1250,1250,NO
INV-0361,178,MNR Solutions Pvt. Ltd.,TTSPL7397,5CG0274G3Z,HP ProBook 640 G5,2026-07,2026-07-23,2026-07-31,1250,362.9,YES
INV-0361,178,MNR Solutions Pvt. Ltd.,TTSPL7397,5CG0274G3Z,HP ProBook 640 G5,2026-08,2026-08-01,2026-08-31,1250,1250,NO
INV-0361,178,MNR Solutions Pvt. Ltd.,TTSPL6709,3ZJYN13,Dell Latitude 5400,2026-08,2026-08-01,2026-08-31,999,999,NO
INV-0361,178,MNR Solutions Pvt. Ltd.,TTSPL6596,CXWDQ13,Dell Latitude 5400,2026-08,2026-08-01,2026-08-31,999,999,NO
INV-0361,178,MNR Solutions Pvt. Ltd.,TTSPL6591,1DSZP13,Dell Latitude 5400,2026-08,2026-08-01,2026-08-31,999,999,NO
INV-0361,178,MNR Solutions Pvt. Ltd.,TTSPL6674,HVY11Z2,Dell Latitude 5400,2026-08,2026-08-01,2026-08-31,999,999,NO
INV-0361,178,MNR Solutions Pvt. Ltd.,TTSPL6710,FGSZP13,Dell Latitude 5400,2026-08,2026-08-01,2026-08-31,999,999,NO
INV-0361,178,MNR Solutions Pvt. Ltd.,TTSPL3080,54J2M13,Dell Latitude 7400 (Touch Screen),2026-08,2026-08-01,2026-08-31,999,999,NO
INV-0361,178,MNR Solutions Pvt. Ltd.,TTSPL3079,3T25YY2,Dell Latitude 7400 (Touch Screen),2026-08,2026-08-01,2026-08-31,999,999,NO
INV-0361,178,MNR Solutions Pvt. Ltd.,TTSPL2686,CZV1NF2,Dell Latitude 5490,2026-08,2026-08-01,2026-08-31,999,999,NO
INV-0361,178,MNR Solutions Pvt. Ltd.,TTSPL3681,5CG9127RM5,HP Elitebook 840 G5,2026-08,2026-08-01,2026-08-31,999,999,NO
INV-0361,178,MNR Solutions Pvt. Ltd.,TTSPL5197,5NBLHR2,Dell Latitude 5490,2026-08,2026-08-01,2026-08-31,999,999,NO
INV-0361,178,MNR Solutions Pvt. Ltd.,TTSPL5423,CZPYVZ2,Dell Latitude 3400,2026-08,2026-08-01,2026-08-31,999,999,NO
INV-0361,178,MNR Solutions Pvt. Ltd.,TTSPL7119,FBPSVZ2,Dell Latitude 3400,2026-08,2026-08-01,2026-08-31,1200,1200,NO
INV-0337,24,24X7 STORE PRIVATE LIMITED,TTSPL3832,DKXYZY2,Dell Latitude 7490,2026-08,2026-08-01,2026-08-31,1399,1399,NO
INV-0337,24,24X7 STORE PRIVATE LIMITED,TTSPL5395,HXTKLN3,Dell Latitude 5420 (Touch Screen),2026-08,2026-08-01,2026-08-31,1900,1900,NO
INV-0337,24,24X7 STORE PRIVATE LIMITED,TTSPL3506,9RL00Z2,Dell Latitude 7490,2026-08,2026-08-01,2026-08-31,1399,1399,NO
INV-0337,24,24X7 STORE PRIVATE LIMITED,TTSPL4880,81381X2,Dell Latitude 7490,2026-08,2026-08-01,2026-08-31,1399,1399,NO
INV-0337,24,24X7 STORE PRIVATE LIMITED,TTSPL3426,PC1HPYMD,Lenovo Thinkpad X390,2026-08,2026-08-01,2026-08-31,1399,1399,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL5001,PG04FE32,Lenovo V14 (Gen 3),2026-08,2026-08-01,2026-08-31,2499,2499,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL4792,GY5WZH3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL7041,5CG2162G47,HP Elitebook 830 G8,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL7043,JC9X4B3,Dell Latitude 5320 (Touch),2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL6971,BSNK6G3,Dell Latitude 7420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL6877,5CG3050JT5,HP Elitebook 840 G8,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL6872,5CG2417HWV,HP Elitebook 840 G8,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL3468,975K1J3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,2199,2199,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL6969,1080C93,Dell Latitude 7420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL5530,T5NRCX06E781218,Asus TUF Gaming A15,2026-08,2026-08-01,2026-08-31,6999,6999,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL4323,PF2R358E,Lenovo Thinkpad T14,2026-08,2026-08-01,2026-08-31,2199,2199,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL4593,3BYP2F3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL5782,255J2J3,Dell Latitude 5420 (Touch Screen),2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL5008,PG04FH33,Lenovo V14 (Gen 3),2026-08,2026-08-01,2026-08-31,2499,2499,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL4673,81TTPN3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL6964,D9XR0T3,Dell Latitude 7420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL4654,JH0C4M3,Dell Latitude 5420 (Touch Screen),2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL4814,1M970J3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL6433,32PXVM3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL4337,PF2R3LSM,Lenovo Thinkpad T14,2026-08,2026-08-01,2026-08-31,2199,2199,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL4325,PF2R16LG,Lenovo Thinkpad T14,2026-08,2026-08-01,2026-08-31,2199,2199,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL4985,PG04FH3A,Lenovo V14 (Gen 3),2026-08,2026-08-01,2026-08-31,2499,2499,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL4658,3S4G2F3,Dell Latitude 5420 (Touch Screen),2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL4643,2NCD4M3,Dell Latitude 5420 (Touch Screen),2026-08,2026-08-01,2026-08-31,2199,2199,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL6574,9FH1LR3,Dell Latitude 7430,2026-08,2026-08-01,2026-08-31,2499,2499,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL4329,PF2R3LT8,Lenovo Thinkpad T14,2026-08,2026-08-01,2026-08-31,2199,2199,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL6362,FH2SHK3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL5118,PG04GTEC,Lenovo V14 (Gen 3),2026-08,2026-08-01,2026-08-31,2499,2499,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL4835,DG0WZH3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,2199,2199,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL4982,PG04FGY9,Lenovo V14 (Gen 3),2026-08,2026-08-01,2026-08-31,2499,2499,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL3729,FXCM1J3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL4265,BYZVY93,Dell Latitude 5320,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL4579,BH2H2F3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL4349,PF2R3G4X,Lenovo Thinkpad T14,2026-08,2026-08-01,2026-08-31,2199,2199,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL4748,C70WZH3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL4852,4YJWZH3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL4970,PG04GTK3,Lenovo V14 (Gen 3),2026-08,2026-08-01,2026-08-31,2499,2499,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL4594,CWMT5D3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL6688,J94N2T3,Dell Latitude 7330,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL6955,4DFB4G3,Dell Latitude 7420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL7036,5CG1417LKV,HP Elitebook 830 G8,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL7038,5CG1426Z5T,HP Elitebook 830 G8,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL7239,R913GZBJ,Lenovo Thinkpad L13,2026-08,2026-08-01,2026-08-31,1899,1899,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL7372,2TK24609NR,HP ELITEBOOK 640 G9,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL7369,2TK25007L8,HP ELITEBOOK 640 G9,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL7034,5CG1417RM2,HP Elitebook 830 G8,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL5103,PF55FX5X,Lenovo V14 (Gen 3),2026-08,2026-08-01,2026-08-31,2499,2499,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL7374,2TK2500DBJ,HP ELITEBOOK 640 G9,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL4851,9P0YZH3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL4083,JJRBXZ2,Dell Latitude 5310,2026-08,2026-08-01,2026-08-31,1899,1899,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL6525,GVX5HK3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL4597,B0XD2F3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL4834,BDM50J3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL4973,PG04FGYN,Lenovo V14 (Gen 3),2026-08,2026-08-01,2026-08-31,2499,2499,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL4804,GZMVZH3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,2199,2199,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL4253,CND1234M2H,HP Elitebook X360 1040 G8,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL4968,PF55GD4N,Lenovo V14 (Gen 3),2026-08,2026-08-01,2026-08-31,2499,2499,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL6862,5CG3050KGF,HP Elitebook 840 G8,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL6891,B1Z32F3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL3762,DD5YYD3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL5009,PG04FGYK,Lenovo V14 (Gen 3),2026-08,2026-08-01,2026-08-31,2499,2499,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL4761,533XZH3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL6984_A,5CG2146Y91_A,HP Elitebook 840 G8,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL7370,2TK2450F00,HP ELITEBOOK 640 G9,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL6523,47PXVM3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL6298,D3PXVM3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL6962,19J89K3,Dell Latitude 7420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL6957,G2QD4J3,Dell Latitude 7420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL6973,1HCB4G3,Dell Latitude 7420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL5116,PG04GTJM,V14 (Gen 3),2026-08,2026-08-01,2026-08-31,2499,2499,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL7347,2TK2450DTX,HP ELITEBOOK 640 G9,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL7464,2TK2450F9N,HP EliteBook 640 14 inch G9 Notebook PC,2026-07,2026-07-16,2026-07-31,2699,1393.03,YES
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL7464,2TK2450F9N,HP EliteBook 640 14 inch G9 Notebook PC,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL7376,2TK2450DT1,HP ELITEBOOK 640 G9,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL4603,63TP3F3,Dell Latitude 5420 (Touch Screen),2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL4619,905MNQ3,Dell Latitude 5420 (Touch Screen),2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL4586,15HB4M3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,2849,2849,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL3761,G8XYYD3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL7373,2TK2450F46,HP ELITEBOOK 640 G9,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL7368,2TK24501D4,HP ELITEBOOK 640 G9,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL7371,2TK24500R6,HP ELITEBOOK 640 G9,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL4330,PF2R3CXS,Lenovo Thinkpad T14,2026-08,2026-08-01,2026-08-31,2199,2199,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL4342,PF2R17M9,Lenovo Thinkpad T14,2026-08,2026-08-01,2026-08-31,2199,2199,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL6770,BKBX0F3,Dell Latitude 7420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL6368,H292LR3,Dell Latitude 7430,2026-08,2026-08-01,2026-08-31,2499,2499,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL6575,3V2NKR3,Dell Latitude 7430,2026-07,2026-07-11,2026-07-31,2499,1692.87,YES
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL6575,3V2NKR3,Dell Latitude 7430,2026-08,2026-08-01,2026-08-31,2499,2499,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL5339,45YWMS3,Dell Latitude 5430,2026-07,2026-07-14,2026-07-31,2499,1451.03,YES
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL5339,45YWMS3,Dell Latitude 5430,2026-08,2026-08-01,2026-08-31,2499,2499,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL7456,2TK2460B1Z,HP EliteBook 640 14 inch G9 Notebook PC,2026-07,2026-07-16,2026-07-31,2699,1393.03,YES
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL7456,2TK2460B1Z,HP EliteBook 640 14 inch G9 Notebook PC,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL7458,2TK2450F88,HP EliteBook 640 14 inch G9 Notebook PC,2026-07,2026-07-16,2026-07-31,2699,1393.03,YES
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL7458,2TK2450F88,HP EliteBook 640 14 inch G9 Notebook PC,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL7465,2TK25009HY,HP EliteBook 640 14 inch G9 Notebook PC,2026-07,2026-07-16,2026-07-31,2699,1393.03,YES
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL7465,2TK25009HY,HP EliteBook 640 14 inch G9 Notebook PC,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL6809,G0BK6D3,Dell Latitude 5420,2026-07,2026-07-17,2026-07-31,2699,1305.97,YES
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL6809,G0BK6D3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL4751,D2NVZH3,Latitude 5420,2026-07,2026-07-30,2026-07-31,2699,174.13,YES
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL4751,D2NVZH3,Latitude 5420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL7339,2TK2460D8R,HP ELITEBOOK 640 G9,2026-07,2026-07-11,2026-07-31,2699,1828.35,YES
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL7339,2TK2460D8R,HP ELITEBOOK 640 G9,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL4598,7MVN3F3,Dell Latitude 5420,2026-07,2026-07-14,2026-07-31,2199,1276.84,YES
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL4598,7MVN3F3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,2199,2199,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL3730,9P6C2J3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL6970,2NV72J3,Dell Latitude 7420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL5789,64PXVM3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL4664,DP791F3,Dell Latitude 5420 (Touch Screen),2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL6516,GWNXVM3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL5127,PG04GTJG,Lenovo V14 (Gen 3),2026-08,2026-08-01,2026-08-31,2499,2499,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL6882,5CG208B2CX,HP Elitebook 840 G8,2026-08,2026-08-01,2026-08-31,2699,2699,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL4333,PF2R1F7Z,Lenovo Thinkpad T14,2026-08,2026-08-01,2026-08-31,2199,2199,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL6061,JFTT1B3,Dell Latitude 3420,2026-08,2026-08-01,2026-08-31,1899,1899,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL6222,B6V02J3,Dell Latitude 5420,2026-08,2026-08-01,2026-08-31,2199,2199,NO
INV-0343,94,FLEET LABS TECHNOLOGIES PRIVATE LIMITED,TTSPL4381,PC261P45,Lenovo Thinkpad X-13,2026-08,2026-08-01,2026-08-31,1899,1899,NO
